# green - wget green, else ping - yellow
# else  - red
#Groupname;InstanceName;URL;Port
UCPProd0313e4;sv3-orca-0313e4b2;sv3-orca-0313e4b2.sv.splunk.com:12376;12376
UCPProd0309e0;sv3-orca-0309e0b2;sv3-orca-0309e0b2.sv.splunk.com:12376;12376
UCPProd0311e5;sv3-orca-0311e5b1;sv3-orca-0311e5b1.sv.splunk.com:12376;12376
UCPProd0308e4;sv3-orca-0308e4b3;sv3-orca-0308e4b3.sv.splunk.com:12376;12376
UCPProd0315e4;sv3-orca-0315e4b3;sv3-orca-0315e4b3.sv.splunk.com:12376;12376
UCPProd0308e8;sv3-orca-0308e8b4;sv3-orca-0308e8b4.sv.splunk.com:12376;12376
UCPProd0408e1;sv3-orca-0408e1b3;sv3-orca-0408e1b3.sv.splunk.com:12376;12376
UCPProd0310e3;sv3-orca-0310e3b4;sv3-orca-0310e3b4.sv.splunk.com:12376;12376
UCPProd0307e3;sv3-orca-0307e3b3;sv3-orca-0307e3b3.sv.splunk.com:12376;12376
UCPProd0307e2;sv3-orca-0307e2b1;sv3-orca-0307e2b1.sv.splunk.com:12376;12376
UCPProd0311e5;sv3-orca-0311e5b4;sv3-orca-0311e5b4.sv.splunk.com:12376;12376
UCPProd0408e9;sv3-orca-0408e9b1;sv3-orca-0408e9b1.sv.splunk.com:12376;12376
UCPProd0309e8;sv3-orca-0309e8b1;sv3-orca-0309e8b1.sv.splunk.com:12376;12376
UCPProd0312e1;sv3-orca-0312e1b3;sv3-orca-0312e1b3.sv.splunk.com:12376;12376
UCPProd0309e5;sv3-orca-0309e5b1;sv3-orca-0309e5b1.sv.splunk.com:12376;12376
UCPProd0314e4;sv3-orca-0314e4b2;sv3-orca-0314e4b2.sv.splunk.com:12376;12376
UCPProd0315e3;sv3-orca-0315e3b2;sv3-orca-0315e3b2.sv.splunk.com:12376;12376
UCPProd0308e9;sv3-orca-0308e9b1;sv3-orca-0308e9b1.sv.splunk.com:12376;12376
UCPProd0311e2;sv3-orca-0311e2b4;sv3-orca-0311e2b4.sv.splunk.com:12376;12376
UCPProd0308e2;sv3-orca-0308e2b2;sv3-orca-0308e2b2.sv.splunk.com:12376;12376
UCPProd0311e8;sv3-orca-0311e8b2;sv3-orca-0311e8b2.sv.splunk.com:12376;12376
UCPProd0312e3;sv3-orca-0312e3b2;sv3-orca-0312e3b2.sv.splunk.com:12376;12376
UCPProd0307e1;sv3-orca-0307e1b1;sv3-orca-0307e1b1.sv.splunk.com:12376;12376
UCPProd0307e2;sv3-orca-0307e2b4;sv3-orca-0307e2b4.sv.splunk.com:12376;12376
UCPProd0308e2;sv3-orca-0308e2b4;sv3-orca-0308e2b4.sv.splunk.com:12376;12376
UCPProd0314e1;sv3-orca-0314e1b2;sv3-orca-0314e1b2.sv.splunk.com:12376;12376
UCPProd0307e3;sv3-orca-0307e3b4;sv3-orca-0307e3b4.sv.splunk.com:12376;12376
UCPProd0308e6;sv3-orca-0308e6b3;sv3-orca-0308e6b3.sv.splunk.com:12376;12376
UCPProd0311e0;sv3-orca-0311e0b2;sv3-orca-0311e0b2.sv.splunk.com:12376;12376
UCPProd0309e1;sv3-orca-0309e1b3;sv3-orca-0309e1b3.sv.splunk.com:12376;12376
UCPProd0313e1;sv3-orca-0313e1b2;sv3-orca-0313e1b2.sv.splunk.com:12376;12376
UCPProd0310e1;sv3-orca-0310e1b3;sv3-orca-0310e1b3.sv.splunk.com:12376;12376
UCPProd0315e1;sv3-orca-0315e1b4;sv3-orca-0315e1b4.sv.splunk.com:12376;12376
UCPProd0309e1;sv3-orca-0309e1b4;sv3-orca-0309e1b4.sv.splunk.com:12376;12376
UCPProd0312e8;sv3-orca-0312e8b3;sv3-orca-0312e8b3.sv.splunk.com:12376;12376
UCPProd0314e0;sv3-orca-0314e0b2;sv3-orca-0314e0b2.sv.splunk.com:12376;12376
UCPProd0307e2;sv3-orca-0307e2b2;sv3-orca-0307e2b2.sv.splunk.com:12376;12376
UCPProd0315e8;sv3-orca-0315e8b1;sv3-orca-0315e8b1.sv.splunk.com:12376;12376
UCPProd0311e1;sv3-orca-0311e1b2;sv3-orca-0311e1b2.sv.splunk.com:12376;12376
UCPProd0408e3;sv3-orca-0408e3b2;sv3-orca-0408e3b2.sv.splunk.com:12376;12376
UCPProd0309e4;sv3-orca-0309e4b4;sv3-orca-0309e4b4.sv.splunk.com:12376;12376
UCPProd0409e2;sv3-orca-0409e2b4;sv3-orca-0409e2b4.sv.splunk.com:12376;12376
UCPProd0408e9;sv3-orca-0408e9b3;sv3-orca-0408e9b3.sv.splunk.com:12376;12376
UCPProd0315e2;sv3-orca-0315e2b3;sv3-orca-0315e2b3.sv.splunk.com:12376;12376
UCPProd0314e6;sv3-orca-0314e6b3;sv3-orca-0314e6b3.sv.splunk.com:12376;12376
UCPProd0314e1;sv3-orca-0314e1b3;sv3-orca-0314e1b3.sv.splunk.com:12376;12376
UCPProd0313e3;sv3-orca-0313e3b3;sv3-orca-0313e3b3.sv.splunk.com:12376;12376
UCPProd0310e2;sv3-orca-0310e2b1;sv3-orca-0310e2b1.sv.splunk.com:12376;12376
UCPProd0308e2;sv3-orca-0308e2b3;sv3-orca-0308e2b3.sv.splunk.com:12376;12376
UCPProd0312e1;sv3-orca-0312e1b1;sv3-orca-0312e1b1.sv.splunk.com:12376;12376
UCPProd0314e2;sv3-orca-0314e2b3;sv3-orca-0314e2b3.sv.splunk.com:12376;12376
UCPProd0409e6;sv3-orca-0409e6b3;sv3-orca-0409e6b3.sv.splunk.com:12376;12376
UCPProd0311e4;sv3-orca-0311e4b3;sv3-orca-0311e4b3.sv.splunk.com:12376;12376
UCPProd0311e1;sv3-orca-0311e1b4;sv3-orca-0311e1b4.sv.splunk.com:12376;12376
UCPProd0314e6;sv3-orca-0314e6b1;sv3-orca-0314e6b1.sv.splunk.com:12376;12376
UCPProd0315e1;sv3-orca-0315e1b2;sv3-orca-0315e1b2.sv.splunk.com:12376;12376
UCPProd0409e3;sv3-orca-0409e3b2;sv3-orca-0409e3b2.sv.splunk.com:12376;12376
UCPProd0311e0;sv3-orca-0311e0b3;sv3-orca-0311e0b3.sv.splunk.com:12376;12376
UCPProd0312e5;sv3-orca-0312e5b4;sv3-orca-0312e5b4.sv.splunk.com:12376;12376
UCPProd0309e9;sv3-orca-0309e9b1;sv3-orca-0309e9b1.sv.splunk.com:12376;12376
UCPProd0312e3;sv3-orca-0312e3b3;sv3-orca-0312e3b3.sv.splunk.com:12376;12376
UCPProd0307e3;sv3-orca-0307e3b2;sv3-orca-0307e3b2.sv.splunk.com:12376;12376
UCPProd0308e5;sv3-orca-0308e5b1;sv3-orca-0308e5b1.sv.splunk.com:12376;12376
UCPProd0307e4;sv3-orca-0307e4b4;sv3-orca-0307e4b4.sv.splunk.com:12376;12376
UCPProd0408e4;sv3-orca-0408e4b4;sv3-orca-0408e4b4.sv.splunk.com:12376;12376
UCPProd0408e6;sv3-orca-0408e6b4;sv3-orca-0408e6b4.sv.splunk.com:12376;12376
UCPProd0308e7;sv3-orca-0308e7b2;sv3-orca-0308e7b2.sv.splunk.com:12376;12376
UCPProd0409e4;sv3-orca-0409e4b3;sv3-orca-0409e4b3.sv.splunk.com:12376;12376
UCPProd0309e1;sv3-orca-0309e1b2;sv3-orca-0309e1b2.sv.splunk.com:12376;12376
UCPProd0312e8;sv3-orca-0312e8b4;sv3-orca-0312e8b4.sv.splunk.com:12376;12376
UCPProd0311e8;sv3-orca-0311e8b3;sv3-orca-0311e8b3.sv.splunk.com:12376;12376
UCPProd0314e4;sv3-orca-0314e4b3;sv3-orca-0314e4b3.sv.splunk.com:12376;12376
UCPProd0308e7;sv3-orca-0308e7b1;sv3-orca-0308e7b1.sv.splunk.com:12376;12376
UCPProd0314e5;sv3-orca-0314e5b1;sv3-orca-0314e5b1.sv.splunk.com:12376;12376
UCPProd0308e5;sv3-orca-0308e5b2;sv3-orca-0308e5b2.sv.splunk.com:12376;12376
UCPProd0314e3;sv3-orca-0314e3b2;sv3-orca-0314e3b2.sv.splunk.com:12376;12376
UCPProd0315e6;sv3-orca-0315e6b1;sv3-orca-0315e6b1.sv.splunk.com:12376;12376
UCPProd0313e9;sv3-orca-0313e9b2;sv3-orca-0313e9b2.sv.splunk.com:12376;12376
UCPProd0312e8;sv3-orca-0312e8b1;sv3-orca-0312e8b1.sv.splunk.com:12376;12376
UCPProd0309e0;sv3-orca-0309e0b3;sv3-orca-0309e0b3.sv.splunk.com:12376;12376
UCPProd0312e4;sv3-orca-0312e4b4;sv3-orca-0312e4b4.sv.splunk.com:12376;12376
UCPProd0310e8;sv3-orca-0310e8b2;sv3-orca-0310e8b2.sv.splunk.com:12376;12376
UCPProd0314e1;sv3-orca-0314e1b4;sv3-orca-0314e1b4.sv.splunk.com:12376;12376
UCPProd0307e4;sv3-orca-0307e4b1;sv3-orca-0307e4b1.sv.splunk.com:12376;12376
UCPProd0311e9;sv3-orca-0311e9b4;sv3-orca-0311e9b4.sv.splunk.com:12376;12376
UCPProd0312e9;sv3-orca-0312e9b1;sv3-orca-0312e9b1.sv.splunk.com:12376;12376
UCPProd0315e7;sv3-orca-0315e7b2;sv3-orca-0315e7b2.sv.splunk.com:12376;12376
UCPProd0313e2;sv3-orca-0313e2b1;sv3-orca-0313e2b1.sv.splunk.com:12376;12376
UCPProd0408e0;sv3-orca-0408e0b2;sv3-orca-0408e0b2.sv.splunk.com:12376;12376
UCPProd0313e5;sv3-orca-0313e5b1;sv3-orca-0313e5b1.sv.splunk.com:12376;12376
UCPProd0312e4;sv3-orca-0312e4b1;sv3-orca-0312e4b1.sv.splunk.com:12376;12376
UCPProd0315e3;sv3-orca-0315e3b1;sv3-orca-0315e3b1.sv.splunk.com:12376;12376
UCPProd0309e8;sv3-orca-0309e8b3;sv3-orca-0309e8b3.sv.splunk.com:12376;12376
UCPProd0313e4;sv3-orca-0313e4b1;sv3-orca-0313e4b1.sv.splunk.com:12376;12376
UCPProd0313e6;sv3-orca-0313e6b4;sv3-orca-0313e6b4.sv.splunk.com:12376;12376
UCPProd0409e0;sv3-orca-0409e0b4;sv3-orca-0409e0b4.sv.splunk.com:12376;12376
UCPProd0315e1;sv3-orca-0315e1b1;sv3-orca-0315e1b1.sv.splunk.com:12376;12376
UCPProd0408e0;sv3-orca-0408e0b4;sv3-orca-0408e0b4.sv.splunk.com:12376;12376
UCPProd0408e2;sv3-orca-0408e2b1;sv3-orca-0408e2b1.sv.splunk.com:12376;12376
UCPProd0308e5;sv3-orca-0308e5b4;sv3-orca-0308e5b4.sv.splunk.com:12376;12376
UCPProd0315e6;sv3-orca-0315e6b3;sv3-orca-0315e6b3.sv.splunk.com:12376;12376
UCPProd0315e7;sv3-orca-0315e7b4;sv3-orca-0315e7b4.sv.splunk.com:12376;12376
UCPProd0313e2;sv3-orca-0313e2b3;sv3-orca-0313e2b3.sv.splunk.com:12376;12376
UCPProd0409e6;sv3-orca-0409e6b2;sv3-orca-0409e6b2.sv.splunk.com:12376;12376
UCPProd0310e9;sv3-orca-0310e9b1;sv3-orca-0310e9b1.sv.splunk.com:12376;12376
UCPProd0315e0;sv3-orca-0315e0b1;sv3-orca-0315e0b1.sv.splunk.com:12376;12376
UCPProd0308e9;sv3-orca-0308e9b4;sv3-orca-0308e9b4.sv.splunk.com:12376;12376
UCPProd0308e6;sv3-orca-0308e6b4;sv3-orca-0308e6b4.sv.splunk.com:12376;12376
UCPProd0315e0;sv3-orca-0315e0b2;sv3-orca-0315e0b2.sv.splunk.com:12376;12376
UCPProd0307e1;sv3-orca-0307e1b3;sv3-orca-0307e1b3.sv.splunk.com:12376;12376
UCPProd0311e5;sv3-orca-0311e5b3;sv3-orca-0311e5b3.sv.splunk.com:12376;12376
UCPProd0309e8;sv3-orca-0309e8b4;sv3-orca-0309e8b4.sv.splunk.com:12376;12376
UCPProd0314e7;sv3-orca-0314e7b3;sv3-orca-0314e7b3.sv.splunk.com:12376;12376
UCPProd0311e1;sv3-orca-0311e1b3;sv3-orca-0311e1b3.sv.splunk.com:12376;12376
UCPProd0409e1;sv3-orca-0409e1b1;sv3-orca-0409e1b1.sv.splunk.com:12376;12376
UCPProd0310e5;sv3-orca-0310e5b1;sv3-orca-0310e5b1.sv.splunk.com:12376;12376
UCPProd0314e8;sv3-orca-0314e8b4;sv3-orca-0314e8b4.sv.splunk.com:12376;12376
UCPProd0311e8;sv3-orca-0311e8b4;sv3-orca-0311e8b4.sv.splunk.com:12376;12376
UCPProd0315e2;sv3-orca-0315e2b2;sv3-orca-0315e2b2.sv.splunk.com:12376;12376
UCPProd0308e0;sv3-orca-0308e0b4;sv3-orca-0308e0b4.sv.splunk.com:12376;12376
UCPProd0314e9;sv3-orca-0314e9b3;sv3-orca-0314e9b3.sv.splunk.com:12376;12376
UCPProd0309e9;sv3-orca-0309e9b4;sv3-orca-0309e9b4.sv.splunk.com:12376;12376
UCPProd0311e4;sv3-orca-0311e4b1;sv3-orca-0311e4b1.sv.splunk.com:12376;12376
UCPProd0314e0;sv3-orca-0314e0b1;sv3-orca-0314e0b1.sv.splunk.com:12376;12376
UCPProd0314e7;sv3-orca-0314e7b4;sv3-orca-0314e7b4.sv.splunk.com:12376;12376
UCPProd0313e8;sv3-orca-0313e8b3;sv3-orca-0313e8b3.sv.splunk.com:12376;12376
UCPProd0307e1;sv3-orca-0307e1b4;sv3-orca-0307e1b4.sv.splunk.com:12376;12376
UCPProd0312e7;sv3-orca-0312e7b3;sv3-orca-0312e7b3.sv.splunk.com:12376;12376
UCPProd0312e2;sv3-orca-0312e2b4;sv3-orca-0312e2b4.sv.splunk.com:12376;12376
UCPProd0315e6;sv3-orca-0315e6b2;sv3-orca-0315e6b2.sv.splunk.com:12376;12376
UCPProd0309e2;sv3-orca-0309e2b3;sv3-orca-0309e2b3.sv.splunk.com:12376;12376
UCPProd0313e4;sv3-orca-0313e4b4;sv3-orca-0313e4b4.sv.splunk.com:12376;12376
UCPProd0315e3;sv3-orca-0315e3b3;sv3-orca-0315e3b3.sv.splunk.com:12376;12376
UCPProd0312e3;sv3-orca-0312e3b4;sv3-orca-0312e3b4.sv.splunk.com:12376;12376
UCPProd0408e4;sv3-orca-0408e4b3;sv3-orca-0408e4b3.sv.splunk.com:12376;12376
UCPProd0409e5;sv3-orca-0409e5b2;sv3-orca-0409e5b2.sv.splunk.com:12376;12376
UCPProd0311e6;sv3-orca-0311e6b2;sv3-orca-0311e6b2.sv.splunk.com:12376;12376
UCPProd0312e7;sv3-orca-0312e7b2;sv3-orca-0312e7b2.sv.splunk.com:12376;12376
UCPProd0308e1;sv3-orca-0308e1b4;sv3-orca-0308e1b4.sv.splunk.com:12376;12376
UCPProd0409e2;sv3-orca-0409e2b2;sv3-orca-0409e2b2.sv.splunk.com:12376;12376
UCPProd0313e9;sv3-orca-0313e9b3;sv3-orca-0313e9b3.sv.splunk.com:12376;12376
UCPProd0310e6;sv3-orca-0310e6b3;sv3-orca-0310e6b3.sv.splunk.com:12376;12376
UCPProd0311e9;sv3-orca-0311e9b2;sv3-orca-0311e9b2.sv.splunk.com:12376;12376
UCPProd0309e1;sv3-orca-0309e1b1;sv3-orca-0309e1b1.sv.splunk.com:12376;12376
UCPProd0312e4;sv3-orca-0312e4b3;sv3-orca-0312e4b3.sv.splunk.com:12376;12376
UCPProd0308e3;sv3-orca-0308e3b3;sv3-orca-0308e3b3.sv.splunk.com:12376;12376
UCPProd0308e9;sv3-orca-0308e9b2;sv3-orca-0308e9b2.sv.splunk.com:12376;12376
UCPProd0408e8;sv3-orca-0408e8b3;sv3-orca-0408e8b3.sv.splunk.com:12376;12376
UCPProd0311e8;sv3-orca-0311e8b1;sv3-orca-0311e8b1.sv.splunk.com:12376;12376
UCPProd0409e5;sv3-orca-0409e5b4;sv3-orca-0409e5b4.sv.splunk.com:12376;12376
UCPProd0312e3;sv3-orca-0312e3b1;sv3-orca-0312e3b1.sv.splunk.com:12376;12376
UCPProd0315e8;sv3-orca-0315e8b2;sv3-orca-0315e8b2.sv.splunk.com:12376;12376
UCPProd0312e6;sv3-orca-0312e6b3;sv3-orca-0312e6b3.sv.splunk.com:12376;12376
UCPProd0313e8;sv3-orca-0313e8b1;sv3-orca-0313e8b1.sv.splunk.com:12376;12376
UCPProd0408e5;sv3-orca-0408e5b1;sv3-orca-0408e5b1.sv.splunk.com:12376;12376
UCPProd0308e3;sv3-orca-0308e3b1;sv3-orca-0308e3b1.sv.splunk.com:12376;12376
UCPProd0313e1;sv3-orca-0313e1b4;sv3-orca-0313e1b4.sv.splunk.com:12376;12376
UCPProd0311e2;sv3-orca-0311e2b2;sv3-orca-0311e2b2.sv.splunk.com:12376;12376
UCPProd0314e2;sv3-orca-0314e2b2;sv3-orca-0314e2b2.sv.splunk.com:12376;12376
UCPProd0308e0;sv3-orca-0308e0b3;sv3-orca-0308e0b3.sv.splunk.com:12376;12376
UCPProd0408e1;sv3-orca-0408e1b2;sv3-orca-0408e1b2.sv.splunk.com:12376;12376
UCPProd0308e4;sv3-orca-0308e4b1;sv3-orca-0308e4b1.sv.splunk.com:12376;12376
UCPProd0312e9;sv3-orca-0312e9b2;sv3-orca-0312e9b2.sv.splunk.com:12376;12376
UCPProd0313e8;sv3-orca-0313e8b4;sv3-orca-0313e8b4.sv.splunk.com:12376;12376
UCPProd0408e1;sv3-orca-0408e1b4;sv3-orca-0408e1b4.sv.splunk.com:12376;12376
UCPProd0308e0;sv3-orca-0308e0b1;sv3-orca-0308e0b1.sv.splunk.com:12376;12376
UCPProd0314e5;sv3-orca-0314e5b2;sv3-orca-0314e5b2.sv.splunk.com:12376;12376
UCPProd0314e3;sv3-orca-0314e3b4;sv3-orca-0314e3b4.sv.splunk.com:12376;12376
UCPProd0315e2;sv3-orca-0315e2b4;sv3-orca-0315e2b4.sv.splunk.com:12376;12376
UCPProd0313e7;sv3-orca-0313e7b2;sv3-orca-0313e7b2.sv.splunk.com:12376;12376
UCPProd0409e4;sv3-orca-0409e4b4;sv3-orca-0409e4b4.sv.splunk.com:12376;12376
UCPProd0408e5;sv3-orca-0408e5b4;sv3-orca-0408e5b4.sv.splunk.com:12376;12376
UCPProd0313e7;sv3-orca-0313e7b1;sv3-orca-0313e7b1.sv.splunk.com:12376;12376
UCPProd0310e7;sv3-orca-0310e7b3;sv3-orca-0310e7b3.sv.splunk.com:12376;12376
UCPProd0409e4;sv3-orca-0409e4b2;sv3-orca-0409e4b2.sv.splunk.com:12376;12376
UCPProd0307e2;sv3-orca-0307e2b3;sv3-orca-0307e2b3.sv.splunk.com:12376;12376
UCPProd0314e6;sv3-orca-0314e6b4;sv3-orca-0314e6b4.sv.splunk.com:12376;12376
UCPProd0312e7;sv3-orca-0312e7b1;sv3-orca-0312e7b1.sv.splunk.com:12376;12376
UCPProd0310e1;sv3-orca-0310e1b4;sv3-orca-0310e1b4.sv.splunk.com:12376;12376


